state,customer_lifetime_value,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
arizona,5838,no,basic,college,employed,f,55419,rural,married,72,31,45,0.0,9,personal auto,personal l2,offer1,web,171,four-door car,medsize,2
nevada,7325,no,premium,bachelor,employed,m,20757,rural,single,102,6,74,3.0,9,corporate auto,corporate l3,offer1,agent,216,four-door car,medsize,1
oregon,7498,no,basic,master,unemployed,f,0,suburban,married,66,5,17,0.0,2,personal auto,personal l1,offer3,agent,316,four-door car,medsize,1
oregon,11944,no,basic,college,employed,m,33760,rural,married,102,24,11,0.0,2,personal auto,personal l1,offer1,branch,123,suv,medsize,1
california,7778,no,basic,bachelor,disabled,f,25970,suburban,married,72,18,30,3.0,2,personal auto,personal l2,offer4,branch,430,four-door car,small,1
oregon,17857,no,basic,college,employed,m,55437,suburban,married,64,5,78,1.0,2,personal auto,personal l3,offer3,agent,445,,,2
california,2484,no,basic,bachelor,employed,m,42012,rural,married,63,13,84,0.0,1,corporate auto,corporate l3,offer1,agent,40,four-door car,medsize,2
california,6366,yes,extended,high school or below,employed,m,44368,suburban,married,80,5,72,0.0,3,personal auto,personal l2,offer2,call center,384,two-door car,large,1
arizona,6008,no,extended,bachelor,employed,m,43543,urban,married,76,11,62,0.0,8,personal auto,personal l3,offer1,call center,339,two-door car,medsize,1
california,4645,no,basic,master,employed,m,42532,rural,single,118,13,32,0.0,1,personal auto,personal l3,offer1,call center,200,sports car,medsize,2
california,9581,no,premium,college,employed,f,75606,suburban,married,119,6,97,0.0,7,personal auto,personal l3,offer1,web,571,four-door car,medsize,1
california,3443,no,extended,bachelor,medical leave,m,16208,suburban,married,93,22,20,0.0,1,personal auto,personal l3,offer2,call center,446,two-door car,large,1
oregon,2452,no,basic,college,employed,f,32764,suburban,married,61,30,23,0.0,1,personal auto,personal l2,offer4,web,292,two-door car,small,1
oregon,5677,no,basic,college,employed,m,45345,rural,married,72,28,86,0.0,3,personal auto,personal l3,offer1,web,99,four-door car,large,2
oregon,2650,no,basic,college,employed,f,39035,urban,divorced,68,15,65,0.0,1,personal auto,personal l2,offer2,agent,244,four-door car,medsize,1
california,10004,no,extended,high school or below,unemployed,f,0,suburban,single,89,6,55,0.0,2,corporate auto,corporate l3,offer2,branch,640,two-door car,medsize,1
washington,11009,yes,premium,bachelor,employed,f,51643,suburban,single,283,16,43,0.0,1,personal auto,personal l3,offer2,agent,1358,,,1
washington,2538,yes,basic,bachelor,retired,m,18608,suburban,divorced,71,13,24,0.0,1,personal auto,personal l3,offer2,web,340,four-door car,medsize,2
oregon,8221,no,premium,master,medical leave,f,13376,suburban,single,108,13,75,0.0,4,personal auto,personal l3,offer1,agent,774,four-door car,small,1
washington,19160,yes,extended,master,employed,f,22705,suburban,divorced,239,19,59,0.0,7,personal auto,personal l1,offer2,agent,1294,luxury suv,medsize,2
oregon,5657,no,premium,bachelor,unemployed,f,0,suburban,married,152,12,89,0.0,1,personal auto,personal l3,offer1,web,729,,,2
arizona,8237,no,basic,master,employed,m,48866,suburban,married,103,15,76,0.0,3,personal auto,personal l1,offer3,web,494,,,2
california,6191,no,basic,college,unemployed,m,0,suburban,married,199,15,29,0.0,1,personal auto,personal l3,offer2,web,955,luxury car,medsize,2
arizona,5504,yes,basic,bachelor,unemployed,f,0,suburban,married,73,15,45,0.0,5,personal auto,personal l2,offer1,call center,350,,,2
washington,5275,no,basic,master,employed,f,70446,rural,married,65,31,99,0.0,9,personal auto,personal l1,offer4,call center,155,four-door car,medsize,1
california,12500,no,premium,high school or below,unemployed,f,0,suburban,married,165,16,43,0.0,3,personal auto,personal l3,offer3,call center,792,suv,medsize,1
california,5871,no,extended,bachelor,unemployed,f,0,suburban,single,80,24,20,0.0,7,corporate auto,corporate l3,offer1,call center,871,four-door car,medsize,1
washington,10484,yes,extended,college,employed,f,61108,rural,divorced,89,22,93,0.0,2,personal auto,personal l1,offer2,agent,49,four-door car,medsize,2
california,10408,yes,basic,high school or below,retired,m,20228,suburban,divorced,101,3,43,1.0,2,personal auto,personal l3,offer1,branch,523,suv,medsize,2
california,5709,no,basic,high school or below,employed,m,75650,rural,married,71,24,53,0.0,8,corporate auto,corporate l2,offer4,agent,104,four-door car,medsize,2
california,8400,no,basic,high school or below,employed,m,20870,suburban,divorced,72,20,90,0.0,2,personal auto,personal l2,offer3,agent,345,four-door car,medsize,1
oregon,8532,no,basic,master,employed,m,30092,rural,married,108,33,90,0.0,9,personal auto,personal l1,offer2,call center,192,suv,large,1
california,5208,no,basic,bachelor,unemployed,f,0,suburban,single,74,35,2,0.0,3,personal auto,personal l3,offer1,branch,532,four-door car,medsize,1
california,10986,no,extended,high school or below,employed,m,96721,suburban,married,138,4,50,1.0,7,personal auto,personal l3,offer2,web,662,suv,medsize,1
arizona,21205,no,extended,high school or below,employed,f,24930,suburban,married,76,7,16,0.0,2,personal auto,personal l3,offer1,branch,364,four-door car,medsize,2
california,4845,no,basic,bachelor,unemployed,f,0,rural,married,65,7,14,0.0,6,personal auto,personal l2,offer3,branch,129,two-door car,large,2
nevada,4619,no,basic,college,employed,m,95301,suburban,married,114,34,43,0.0,1,personal auto,personal l1,offer3,call center,547,suv,large,1
oregon,8104,no,basic,bachelor,unemployed,f,0,suburban,single,117,24,8,1.0,6,personal auto,personal l2,offer2,agent,842,,,2
california,7240,no,extended,bachelor,employed,m,32818,suburban,married,93,17,39,0.0,8,personal auto,personal l1,offer2,call center,446,four-door car,medsize,1
california,8432,no,basic,college,employed,m,87728,urban,divorced,70,24,65,0.0,2,personal auto,personal l3,offer2,web,201,four-door car,medsize,2
nevada,15277,no,basic,bachelor,employed,f,38183,suburban,married,191,21,14,0.0,8,personal auto,personal l3,offer1,branch,981,luxury car,medsize,1
,4744,no,basic,doctor,employed,m,20698,urban,single,68,21,72,5.0,5,personal auto,personal l3,offer4,branch,248,two-door car,medsize,2
california,5308,no,basic,high school or below,unemployed,m,0,suburban,single,73,9,43,0.0,3,corporate auto,corporate l3,offer1,agent,525,four-door car,medsize,2
washington,4894,no,basic,high school or below,employed,f,67436,suburban,married,61,6,28,0.0,4,personal auto,personal l2,offer2,web,292,four-door car,medsize,1
california,16304,no,extended,doctor,employed,m,90008,urban,single,137,13,3,0.0,2,personal auto,personal l3,offer2,web,406,suv,medsize,1
oregon,2592,no,basic,master,employed,f,35705,suburban,single,65,19,45,0.0,1,personal auto,personal l2,offer2,agent,312,two-door car,small,2
arizona,7349,no,extended,high school or below,employed,m,27072,suburban,married,93,24,27,0.0,8,personal auto,personal l3,offer4,branch,565,four-door car,large,2
washington,13727,yes,extended,college,unemployed,m,0,suburban,single,126,12,4,0.0,2,personal auto,personal l3,offer1,agent,604,suv,medsize,1
nevada,2567,no,basic,bachelor,employed,f,40864,rural,married,65,2,75,0.0,1,corporate auto,corporate l1,offer2,web,9,four-door car,medsize,2
arizona,4196,no,premium,high school or below,medical leave,f,18052,suburban,divorced,111,15,71,0.0,1,personal auto,personal l1,offer3,web,699,four-door car,medsize,2
oregon,9031,yes,extended,master,unemployed,f,0,suburban,single,122,15,47,0.0,9,corporate auto,corporate l3,offer1,branch,650,sports car,medsize,2
oregon,3102,no,extended,high school or below,employed,f,21235,urban,married,79,18,56,0.0,1,personal auto,personal l2,offer4,agent,244,two-door car,medsize,2
,5781,no,basic,high school or below,employed,f,69512,urban,married,72,3,62,0.0,5,personal auto,personal l2,offer2,branch,196,two-door car,medsize,1
oregon,3305,no,extended,high school or below,employed,m,40778,suburban,single,86,1,59,0.0,1,personal auto,personal l3,offer2,web,412,four-door car,medsize,1
california,19849,no,premium,college,unemployed,m,0,suburban,single,286,3,3,0.0,9,personal auto,personal l2,offer1,agent,2059,luxury suv,small,1
california,6360,no,premium,high school or below,employed,m,41195,rural,married,160,32,33,0.0,1,corporate auto,corporate l3,offer4,branch,323,suv,small,2
oregon,8749,no,premium,bachelor,employed,m,52373,rural,divorced,111,2,37,0.0,9,personal auto,personal l3,offer1,web,186,four-door car,medsize,2
california,5129,no,extended,master,employed,m,72433,urban,married,126,34,48,0.0,1,personal auto,personal l3,offer2,agent,343,suv,large,2
washington,2667,no,basic,college,employed,f,94041,rural,married,66,14,11,0.0,1,personal auto,personal l3,offer3,agent,159,four-door car,medsize,2
washington,2533,no,basic,bachelor,employed,m,53988,urban,married,64,10,17,0.0,1,personal auto,personal l1,offer4,agent,206,two-door car,medsize,2
oregon,7627,no,basic,bachelor,unemployed,f,0,suburban,single,74,1,52,1.0,2,corporate auto,corporate l2,offer1,agent,807,four-door car,medsize,1
california,3369,no,extended,bachelor,employed,m,39754,rural,married,85,2,35,0.0,1,personal auto,personal l2,offer2,agent,62,four-door car,medsize,1
california,4191,no,basic,high school or below,unemployed,m,0,suburban,single,64,3,53,1.0,7,personal auto,personal l3,offer4,web,535,two-door car,small,1
oregon,6877,no,extended,college,unemployed,f,0,suburban,divorced,96,25,71,0.0,6,personal auto,personal l2,offer1,web,460,four-door car,small,1
,5207,no,basic,bachelor,employed,m,74627,urban,married,65,21,61,0.0,6,corporate auto,corporate l3,offer1,agent,176,four-door car,medsize,2
oregon,7090,no,extended,bachelor,employed,f,45254,suburban,divorced,93,4,25,3.0,4,corporate auto,corporate l3,offer3,web,446,four-door car,medsize,1
california,7109,no,premium,bachelor,employed,m,69700,urban,divorced,181,9,49,0.0,1,personal auto,personal l2,offer2,web,645,suv,medsize,2
california,29049,no,premium,college,disabled,m,21070,suburban,divorced,195,6,47,0.0,2,corporate auto,corporate l3,offer1,call center,1404,sports car,small,2
nevada,8591,no,extended,bachelor,unemployed,m,0,suburban,single,128,4,24,0.0,6,corporate auto,corporate l2,offer1,branch,1448,,,1
arizona,5534,no,basic,bachelor,employed,f,71560,urban,married,69,14,46,0.0,5,personal auto,personal l1,offer2,web,178,two-door car,medsize,1
arizona,8169,no,basic,college,employed,f,32799,suburban,divorced,104,7,27,0.0,3,personal auto,personal l2,offer1,agent,499,suv,medsize,1
california,10831,no,extended,doctor,disabled,m,23202,suburban,divorced,96,29,59,0.0,2,personal auto,personal l1,offer3,call center,460,four-door car,medsize,2
california,10014,no,extended,bachelor,employed,f,74489,rural,married,124,11,36,0.0,3,special auto,special l2,offer3,branch,128,suv,medsize,1
california,3299,no,extended,college,employed,m,66114,rural,single,92,12,6,4.0,1,personal auto,personal l2,offer4,branch,178,four-door car,medsize,1
arizona,4922,no,basic,bachelor,unemployed,f,0,suburban,single,69,2,76,0.0,3,personal auto,personal l1,offer1,agent,331,four-door car,medsize,2
oregon,15328,no,extended,college,unemployed,f,0,suburban,married,138,1,34,0.0,2,corporate auto,corporate l2,offer1,agent,688,suv,small,2
washington,2593,no,basic,high school or below,unemployed,f,0,suburban,single,72,15,99,0.0,1,personal auto,personal l1,offer3,call center,345,four-door car,large,1
washington,5441,no,basic,bachelor,employed,f,85702,urban,married,67,9,74,0.0,6,personal auto,personal l2,offer4,branch,249,two-door car,medsize,1
california,6846,yes,extended,bachelor,unemployed,f,0,suburban,divorced,95,13,20,0.0,5,personal auto,personal l3,offer1,call center,456,two-door car,large,1
california,16979,yes,basic,bachelor,employed,m,35095,suburban,divorced,73,25,56,0.0,2,corporate auto,corporate l2,offer2,call center,525,two-door car,small,1
california,8818,no,extended,bachelor,unemployed,f,0,suburban,single,136,15,75,0.0,3,personal auto,personal l1,offer1,call center,1237,suv,medsize,2
arizona,3495,no,extended,college,disabled,m,10275,suburban,single,97,10,8,0.0,1,personal auto,personal l1,offer1,agent,465,four-door car,medsize,1
california,2982,no,basic,bachelor,employed,m,79523,rural,married,74,34,40,0.0,1,personal auto,personal l2,offer3,agent,132,four-door car,medsize,2
oregon,38410,no,basic,bachelor,employed,f,71644,suburban,married,105,19,83,0.0,2,corporate auto,corporate l3,offer1,call center,504,suv,medsize,2
oregon,2827,no,basic,bachelor,medical leave,m,13610,suburban,married,74,7,64,0.0,1,personal auto,personal l3,offer4,agent,355,four-door car,large,1
california,3103,no,extended,college,employed,f,74665,urban,married,78,10,90,2.0,1,corporate auto,corporate l2,offer2,call center,236,four-door car,medsize,2
nevada,8395,no,premium,doctor,unemployed,f,0,rural,married,110,22,72,0.0,9,personal auto,personal l1,offer1,agent,161,four-door car,medsize,1
california,6081,no,extended,high school or below,unemployed,m,0,suburban,single,87,24,23,0.0,7,corporate auto,corporate l2,offer2,agent,626,four-door car,large,2
california,7901,no,basic,high school or below,unemployed,m,0,suburban,single,113,35,83,0.0,5,personal auto,personal l3,offer1,call center,1258,suv,medsize,2
california,4014,yes,extended,doctor,employed,f,37384,suburban,married,99,15,17,0.0,1,personal auto,personal l1,offer2,agent,475,four-door car,medsize,1
oregon,22103,yes,basic,college,unemployed,m,0,suburban,married,102,35,48,0.0,2,personal auto,personal l3,offer1,branch,489,suv,medsize,1
arizona,8378,no,premium,college,employed,m,40994,rural,married,106,8,94,0.0,8,personal auto,personal l2,offer2,agent,60,four-door car,medsize,2
oregon,7587,no,basic,bachelor,unemployed,m,0,suburban,married,69,17,60,0.0,2,personal auto,personal l3,offer1,branch,460,two-door car,medsize,2
nevada,11044,no,extended,college,employed,f,29696,urban,single,139,17,41,0.0,3,personal auto,personal l3,offer3,call center,478,suv,medsize,1
washington,5800,no,basic,bachelor,employed,f,25472,suburban,divorced,73,5,86,0.0,9,corporate auto,corporate l2,offer1,branch,350,four-door car,medsize,1
oregon,9709,no,extended,college,unemployed,m,0,suburban,married,133,11,30,0.0,7,corporate auto,corporate l3,offer1,agent,827,suv,small,1
oregon,7413,no,basic,college,employed,f,52130,rural,married,62,17,54,0.0,2,personal auto,personal l3,offer2,branch,124,four-door car,medsize,1
oregon,16979,yes,basic,bachelor,employed,m,35095,suburban,divorced,73,25,56,0.0,2,personal auto,personal l3,offer2,call center,525,,,1
california,8343,no,basic,college,employed,f,64127,rural,single,71,31,19,0.0,2,personal auto,personal l2,offer4,branch,72,four-door car,medsize,2
nevada,5075,no,basic,college,unemployed,m,0,suburban,single,73,28,8,0.0,3,corporate auto,corporate l2,offer3,agent,350,two-door car,medsize,1
california,7096,no,extended,doctor,employed,f,67735,rural,married,88,33,87,0.0,3,corporate auto,corporate l3,offer3,agent,3,four-door car,medsize,1
washington,15759,no,basic,college,employed,m,55800,suburban,married,66,12,91,0.0,2,personal auto,personal l3,offer4,agent,473,two-door car,medsize,2
washington,5007,no,basic,college,unemployed,f,0,suburban,single,73,24,69,1.0,3,personal auto,personal l2,offer1,agent,655,four-door car,medsize,1
california,5363,no,basic,bachelor,employed,f,43879,urban,single,69,19,60,0.0,5,corporate auto,corporate l3,offer1,branch,242,four-door car,medsize,1
oregon,4160,no,basic,college,unemployed,f,0,suburban,single,61,3,58,0.0,5,personal auto,personal l2,offer1,branch,292,four-door car,large,2
california,2381,no,basic,high school or below,employed,m,78185,suburban,single,61,23,54,0.0,1,personal auto,personal l3,offer4,agent,292,four-door car,small,2
oregon,8200,no,basic,doctor,employed,m,25381,suburban,single,71,22,62,0.0,2,personal auto,personal l2,offer2,branch,340,,,2
california,5348,no,basic,master,medical leave,m,25545,suburban,married,69,19,49,0.0,9,personal auto,personal l3,offer1,agent,331,four-door car,medsize,1
california,8509,yes,basic,master,disabled,m,26057,suburban,divorced,74,3,63,0.0,2,personal auto,personal l1,offer1,call center,523,four-door car,small,1
oregon,5932,no,basic,high school or below,employed,f,48278,rural,married,74,15,7,0.0,4,personal auto,personal l3,offer1,web,98,two-door car,medsize,1
